6|35.0|IN
6|33.8|IN
6|35.1|IN
6|33.8|IN
6|36.6|IN
7|30.4|IN
7|30.4|IN
7|30.2|IN
7|30.1|IN
7|30.4|IN
9|30.2|IN
9|30.2|IN
9|30.2|IN
9|30.2|IN
9|30.2|IN
9|30.2|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
15|30.6|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
17|30.4|IN
18|30.2|IN
18|30.2|IN
18|30.3|IN
18|30.3|IN
18|30.3|IN
18|30.3|IN
20|41.3|HI
20|40.5|HI
20|39.8|IN
20|39.0|IN
20|41.2|HI
20|41.9|HI
20|41.9|HI
20|41.9|HI
20|38.1|IN
20|30.5|IN
25|30.1|IN
25|30.2|IN
26|30.3|IN
26|30.3|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
37|30.2|IN
38|30.0|IN
38|30.0|IN
39|30.2|IN
39|30.2|IN
39|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
41|30.2|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
42|35.7|IN
46|30.3|IN
46|30.3|IN
46|30.1|IN
46|30.0|IN
46|30.1|IN
46|30.1|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
48|32.9|IN
49|30.0|IN
49|30.0|IN
49|30.0|IN
49|30.0|IN
49|30.0|IN
49|30.0|IN
49|30.0|IN
49|30.0|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
51|30.1|IN
53|30.5|IN
53|30.5|IN
53|30.5|IN
53|30.5|IN
54|40.6|HI
54|39.8|IN
54|40.6|HI
54|40.6|HI
54|40.6|HI
54|37.0|IN
54|37.9|IN
54|38.9|IN
54|39.9|IN
54|40.6|HI
54|40.6|HI
54|40.6|HI
55|30.7|IN
55|30.7|IN
63|30.3|IN
63|30.3|IN
63|30.0|IN
63|30.0|IN
70|30.4|IN
70|30.4|IN
70|30.4|IN
70|30.4|IN
70|30.4|IN
70|30.4|IN
70|30.4|IN
70|30.4|IN
75|30.3|IN
75|30.3|IN
75|30.3|IN
81|30.4|IN
83|30.5|IN
83|30.5|IN
85|30.0|IN
85|30.0|IN
85|30.0|IN
85|30.0|IN
85|30.0|IN
85|30.0|IN
85|30.0|IN
86|30.4|IN
86|30.5|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
87|30.3|IN
100|30.2|IN
100|30.4|IN
100|30.5|IN
100|30.5|IN
100|30.5|IN
100|30.5|IN
100|30.5|IN
111|32.0|IN
111|31.4|IN
111|30.8|IN
111|30.2|IN
111|30.2|IN
111|32.1|IN
111|32.1|IN
111|32.1|IN
111|32.1|IN
111|32.1|IN
114|30.1|IN
114|30.1|IN
114|30.1|IN
114|30.1|IN
114|30.1|IN
114|30.1|IN
117|30.4|IN
117|30.1|IN
117|30.1|IN
117|30.4|IN
117|30.4|IN
117|30.4|IN
123|30.0|IN
125|32.3|IN
125|32.3|IN
125|32.3|IN
125|32.3|IN
125|32.3|IN
125|32.3|IN
128|30.4|IN
131|30.2|IN
131|30.2|IN
131|30.2|IN
131|30.2|IN
132|35.0|IN
132|37.9|IN
132|35.3|IN
132|36.2|IN
132|31.6|IN
136|30.3|IN
136|30.1|IN
137|30.0|IN
137|30.0|IN
137|30.0|IN
137|30.0|IN
137|30.0|IN
137|30.0|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
138|34.2|IN
139|30.2|IN
139|30.2|IN
139|30.2|IN
139|30.2|IN
142|30.2|IN
142|30.2|IN
142|30.2|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
144|30.1|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
148|30.2|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.0|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
152|30.1|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.1|IN
157|30.0|IN
157|30.0|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
157|30.2|IN
158|30.1|IN
158|30.1|IN
158|30.1|IN
160|32.9|IN
160|33.3|IN
160|30.3|IN
160|31.2|IN
