139,1965,White
150,1927,White
164,1927,White
250,1952,White
266,1935,White
267,1923,White
299,1916,White
429,1940,White
463,1931,White
543,1949,White
551,1957,Black or African American
1045,1956,White
1054,1931,White
1097,1949,White
