139,1965,8527
150,1927,8527
164,1927,8527
250,1952,8527
266,1935,8527
267,1923,8527
299,1916,8527
429,1940,8527
463,1931,8527
543,1949,8527
551,1957,8516
1045,1956,8527
1054,1931,8527
1097,1949,8527
