Summer|4251306|1175
Summer|40481087|314
Summer|4309238|311
Summer|4172829|292
Summer|45768458|187
Spring|4251306|1183
Spring|40481087|340
Spring|4172829|318
Spring|4309238|312
Spring|4112343|204
Fall|4251306|1408
Fall|4172829|369
Fall|40481087|292
Fall|4309238|289
Fall|45768458|212
Winter|4251306|1524
Winter|4309238|359
Winter|4172829|356
Winter|40481087|324
Winter|4112343|208
